Identifier,Age,Education,Indutry_Groups,Industry_Domain,Marital_Status,Occupation,Customer_Segment,Gender,Metropolitan_City,Residence,Insurance_Product_type,Insurance_Acquisition_Channel,Active_Bank_Products,Total_Bank_Products,Commercial_Loan,Consumer_Auto_Loan,Mortgage_Loan,Personal_Loan,Credit_Card,Deposit,Pre-Approved Auto Limit,Pre-Approved Mortgage Limit,Pre-Approved Personal Limit,Tenure_with_Bank_Group,Tenure_of_Insurance,Salary_Amount,Credit_Limit,Total_Asset_Under_Mngmnt,Avg_Monthly_Balance,Application_Score,Behavioural_Score
2925,39.8,Graduate and Higher,Services,Finance,SINGLE,Non- Government Job,Privilege Banking,Male,Bengaluru,Living in a house owned by a family member,Home Insurance,Direct,>=5,>=6,0,0,1,0,0,1,">480,000",">=5,000,000",ZERO,<=10 YRS,5.93,59080.84,261900,948177.36,186713.1647,349,707
2926,34.2,Graduate and Higher,Services,Unknown,MARRIED,Non- Government Job,Individual,Male,Others,Living in a house owned by a family member,Auto Insurance,Direct,3,3,0,0,0,1,1,0,">480,000","<5,000,000",ZERO,>10 YRS,2.09,51046.88,NA,160397.84,1709.208455,343,585
2927,30.8,University,Services,Unknown,SINGLE,Non- Government Job,Individual,Male,Bengaluru,Living in a house owned by a family member,Health Insurance,Direct,>=5,5,0,0,0,1,0,0,MISSING,MISSING,MISSING,<=10 YRS,4.07,37466.8,83300,446.8,5958.806108,408,613
2928,40.2,High School,Production/Manufacturing,Textile,MARRIED,Non- Government Job,Individual,Male,Others,Rented House,Auto Insurance,Direct,3,3,0,0,0,0,1,0,MISSING,MISSING,MISSING,>10 YRS,1.89,8689.32,NA,1400.56,451.67775,385,635
2929,36.5,University,Transportation/Logistics/Telecom,Transport,MARRIED,Non- Government Job,Individual,Male,Bengaluru,Living in a house owned by a family member,Health Insurance,Bank,>=5,>=6,0,0,0,1,1,1,MISSING,MISSING,MISSING,>10 YRS,2.35,35997.52,155200,268051.77,22861.50039,376,698
2930,32.5,No Education,OTHERS,Unknown,MARRIED,Non- Government Job,Individual,Male,Chennai,Unknown,Theft Insurance for Credit Card,Direct,1,1,0,0,0,0,1,0,">480,000",">=5,000,000","<1,500,000",<=2 YRS,3.86,52033.33333,158400,0,5201.63175,354,705
2932,44.3,High School,OTHERS,Unemployed,MARRIED,Unemployed/Housewife/Student,Individual,Male,Chandigarh,Living in a house owned by a family member,Auto Insurance,Bank,1,3,0,0,0,0,1,0,MISSING,MISSING,MISSING,<=10 YRS,7.44,27466.66666,62400,0,5593.829091,323,693
2934,38.8,University,Services,Insurance,MARRIED,Non- Government Job,Privilege Banking,Male,Bengaluru,Own House,Auto Insurance,Direct,2,3,0,0,0,0,1,1,">480,000",">=5,000,000",ZERO,<=10 YRS,1.85,132450.32,280000,2874.41,20620.89886,351,674
2935,33.8,University,Services,Health,MARRIED,Non- Government Job,Individual,Male,Lucknow,Living in a house owned by a family member,Home Insurance,Direct,>=5,5,0,0,1,1,1,1,MISSING,MISSING,MISSING,<=10 YRS,1.86,33390,45500,306.81,32669.14361,329,599
2936,25.2,High School,Government & NGO,Public Services,SINGLE,Government Job,Individual,Male,Others,Living with Family,Home Insurance,Direct,4,4,0,0,1,0,0,0,"<360,000","<2,500,000","<1,500,000",<=10 YRS,1.88,NA,NA,1725.36,32552.597,394,644
2937,37.0,University,Trade/Merchandise,Domestic Trade,MARRIED,Non- Government Job,Individual,Male,Lucknow,Living in a house owned by a family member,Home Insurance,Bank,4,5,0,0,1,1,1,0,"<360,000","<2,500,000",ZERO,<=5 YRS,3.44,21852.99,98000,8068.27,31408.3977,347,587
2938,30.5,High School,Services,Education,MARRIED,Non- Government Job,Individual,Male,Hyderabad,Rented House,Auto Insurance,Bank,4,>=6,0,0,0,0,0,1,"<480,000","<2,500,000",ZERO,<=10 YRS,4.65,8590.89,37600,12440.97,10361.48822,347,714
2939,32.8,University,Government & NGO,Public Services,SINGLE,Government Job,Individual,Male,Hyderabad,Living in a house owned by a family member,Small and Medium Enterprises Insurance,Agent,2,2,0,0,0,0,0,1,">480,000","<5,000,000","<1,500,000",<=10 YRS,2.57,NA,NA,6.24,428.3963636,420,616
2940,33.8,Graduate and Higher,Services,Finance,SINGLE,Non- Government Job,Privilege Banking,Male,Bengaluru,Rented House,Auto Insurance,Direct,>=5,>=6,0,1,0,0,1,1,MISSING,MISSING,MISSING,<=5 YRS,5.05,54128.34,46200,196951.41,45884.2917,413,712
2941,44.7,University,Production/Manufacturing,Manufacturing,SINGLE,Non- Government Job,Individual,Male,Bengaluru,Living in a house owned by a family member,Auto Insurance,Direct,3,3,0,0,0,1,1,0,">480,000","<5,000,000",ZERO,>10 YRS,3.30,13546.56,NA,0,1477.379147,363,575
2942,27.8,University,Services,Tourism,SINGLE,Non- Government Job,Individual,Female,Bengaluru,Living in a house owned by a family member,Auto Insurance,Direct,4,4,0,1,0,0,1,0,MISSING,MISSING,MISSING,<=2 YRS,2.12,12250,28000,1459.26,54258.77673,324,539
2943,30.8,Primary School,Production/Manufacturing,Petrochemicals,MARRIED,Non- Government Job,Individual,Male,Bengaluru,Own House,Credit Card Insurance,Bank,1,3,0,0,0,0,0,1,"<120,000",ZERO,"<1,000,000",<=5 YRS,2.57,6300,9800,8.61,3958.183091,360,593
2944,33.3,Intermediate,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Individual,Male,Others,Living in a house owned by a family member,Credit Card Insurance,Direct,3,3,0,0,0,1,0,0,MISSING,MISSING,MISSING,<=5 YRS,0.81,5504,18000,11.6,3409.649059,357,503
2945,44.3,University,Services,Law,MARRIED,Self Employed,Privilege Banking,Male,Bengaluru,Living in a house owned by a family member,Auto Insurance,Direct,>=5,>=6,0,0,1,1,1,1,MISSING,MISSING,MISSING,>10 YRS,5.08,37100,120600,17926.96,156830.1337,370,691
2947,30.3,University,Services,Tourism,MARRIED,Non- Government Job,Individual,Female,Bengaluru,Living in a house owned by a family member,Auto Insurance,Direct,>=5,5,0,0,0,1,1,0,MISSING,MISSING,MISSING,<=10 YRS,2.10,45029.12,54400,294529.32,33027.01309,377,694
2948,28.6,University,Services,Finance,MARRIED,Non- Government Job,Privilege Banking,Male,Chennai,Living with Family,Home Insurance,Bank,2,4,0,0,1,0,1,0,MISSING,MISSING,MISSING,<=1 YRS,1.23,46800,104800,569.52,93539.01473,267,688
2949,37.3,University,Production/Manufacturing,Catering/Restaurant/Fast Food,UNKNOWN,Non- Government Job,Individual,Female,Bengaluru,Living in a house owned by a family member,Auto Insurance,Bank,>=5,5,0,0,0,0,1,0,"<360,000","<2,500,000",ZERO,>10 YRS,1.73,13576.08,35000,2275.74,1603.559265,362,679
2950,32.8,High School,Trade/Merchandise,Foreign Trade,MARRIED,Non- Government Job,Individual,Male,Others,Own House,Health Insurance,Bank,3,3,0,0,0,1,1,1,MISSING,MISSING,MISSING,>10 YRS,1.82,12619.76,NA,187.67,12025.43074,370,647
2951,36.8,University,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Privilege Banking,Male,Chennai,Living in a house owned by a family member,Auto Insurance,Direct,>=5,>=6,0,0,1,1,0,1,MISSING,MISSING,MISSING,<=10 YRS,3.64,54139.5,280000,240948.08,72449.11285,452,667
2952,44.7,High School,Production/Manufacturing,Catering/Restaurant/Fast Food,MARRIED,Non- Government Job,Individual,Male,Bengaluru,Living in a house owned by a family member,Credit Card Insurance,Bank,4,4,0,0,0,1,1,0,MISSING,MISSING,MISSING,>10 YRS,2.20,8287.09,22400,0,3834.096281,396,711
2953,35.8,High School,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Individual,Female,Bengaluru,Rented House,Health Insurance,Bank,3,4,0,0,0,1,1,0,MISSING,MISSING,MISSING,<=10 YRS,1.82,27466.66666,62400,76874.8,1219.237448,360,689
2954,25.5,High School,Trade/Merchandise,Domestic Trade,MARRIED,Non- Government Job,Individual,Female,Others,Living with Family,Health Insurance,Bank,4,4,0,0,0,1,1,0,"<480,000","<2,500,000",ZERO,<=10 YRS,2.43,NA,10500,114765.36,2901.8,332,605
2955,43.7,High School,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Individual,Male,Others,Living in a house owned by a family member,Auto Insurance,Direct,3,3,0,0,0,1,0,0,">480,000","<5,000,000",ZERO,<=10 YRS,1.88,19955.81,NA,610.11,1100.965568,351,598
2956,30.6,High School,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Individual,Male,Others,Living in a house owned by a family member,Auto Insurance,Direct,>=5,>=6,0,0,0,1,1,1,MISSING,MISSING,MISSING,<=10 YRS,3.50,25411.95,58400,1270.85,33068.02044,353,630
2957,41.4,University,Government & NGO,Public Services,MARRIED,Non- Government Job,Individual,Female,Mumbai,Own House,Home Insurance,Agent,1,4,0,0,0,1,1,0,"<480,000",">=5,000,000","<1,000,000",<=5 YRS,5.64,49415.13,113400,0,7600.693481,378,699
2958,26.2,High School,Production/Manufacturing,Catering/Restaurant/Fast Food,SINGLE,Non- Government Job,Individual,Male,Bengaluru,Living with Family,Health Insurance,Bank,>=5,5,0,0,0,1,1,0,MISSING,MISSING,MISSING,<=10 YRS,3.61,12922.38,8400,29.6,10744.45514,350,608
2959,35.8,Intermediate,Production/Manufacturing,Automotive,MARRIED,Non- Government Job,Individual,Male,Ahmedabad,Own House,Auto Insurance,Direct,>=5,>=6,0,0,0,0,0,0,MISSING,MISSING,MISSING,>10 YRS,2.84,17471.97,52000,1120.72,749.412727,355,708
2960,34.9,Graduate and Higher,Production/Manufacturing,Textile,SINGLE,Non- Government Job,Individual,Female,Ahmedabad,Living with Family,Auto Insurance,Direct,3,3,0,1,0,1,0,0,">480,000","<5,000,000",ZERO,>10 YRS,3.15,23019.92,70400,7037.8,14405.20833,375,618
2965,46.7,University,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Individual,Male,Ahmedabad,Own House,Home Insurance,Direct,>=5,>=6,0,0,0,1,0,1,"<240,000","<1,000,000","<1,000,000",>10 YRS,6.84,6373.08,132000,907.6,11481.38887,394,661
2966,36.4,University,Trade/Merchandise,Information & Techonology,SINGLE,Non- Government Job,Individual,Male,Bengaluru,Own House,Home Insurance,Direct,>=5,>=6,0,0,1,1,1,0,MISSING,MISSING,MISSING,<=10 YRS,2.37,19634.85,126000,2820.24,94904.29098,373,678
2967,35.8,Graduate and Higher,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Individual,Female,Others,Living in a house owned by a family member,Auto Insurance,Direct,3,4,0,0,0,0,1,0,MISSING,MISSING,MISSING,<=10 YRS,1.88,48616.4,54000,8538.48,3154.747091,356,714
2968,46.3,University,Services,Finance,MARRIED,Non- Government Job,Individual,Female,Bengaluru,Own House,Home Insurance,Bank,1,3,0,0,0,0,1,0,">480,000",">=5,000,000","<1,500,000",<=5 YRS,14.38,54666.66666,162000,0,7476.985519,373,703
2969,33.5,High School,Production/Manufacturing,Petrochemicals,MARRIED,Non- Government Job,Individual,Male,Bengaluru,Living in a house owned by a family member,Home Insurance,Bank,1,2,0,0,1,0,1,0,"<360,000","<2,500,000","<1,500,000",<=5 YRS,3.76,NA,NA,2627.38,1797.953182,369,707
2972,37.7,Graduate and Higher,Production/Manufacturing,Automotive,MARRIED,Non- Government Job,Individual,Male,Ahmedabad,Living in a house owned by a family member,Auto Insurance,Direct,>=5,5,0,0,0,1,1,1,MISSING,MISSING,MISSING,<=10 YRS,5.52,23694.08,109900,38396.75,32582.93861,362,680
2974,33.3,University,Services,Health,SINGLE,Non- Government Job,Individual,Female,Bengaluru,Living in a house owned by a family member,Auto Insurance,Bank,4,4,0,0,0,1,1,1,MISSING,MISSING,MISSING,<=10 YRS,3.70,12950,29600,389.9,3016.268364,363,711
2975,25.8,Intermediate,Services,Finance,SINGLE,Non- Government Job,Individual,Male,Others,Living with Family,Credit Card Insurance,Direct,>=5,>=6,0,0,1,1,1,1,MISSING,MISSING,MISSING,<=5 YRS,3.67,19391.4,52200,2062.17,18588.47906,327,637
2976,41.7,University,Production/Manufacturing,Manufacturing,UNKNOWN,Non- Government Job,Privilege Banking,Male,Others,Own House,Auto Insurance,Direct,>=5,>=6,0,0,1,0,1,1,">480,000",">=5,000,000",ZERO,>10 YRS,7.42,31341.76,105000,1346800.14,328378.7676,356,696
2977,33.9,High School,Production/Manufacturing,Manufacturing,SINGLE,Non- Government Job,Individual,Male,Chennai,Living in a house owned by a family member,Credit Card Insurance,Bank,2,2,0,0,0,1,1,0,MISSING,MISSING,MISSING,<=5 YRS,1.81,11056.64,7200,5848.24,901.3793496,362,669
2978,25.3,University,Production/Manufacturing,Manufacturing,SINGLE,Non- Government Job,Individual,Male,Others,Living with Family,Auto Insurance,Direct,>=5,>=6,0,0,0,1,1,0,MISSING,MISSING,MISSING,<=2 YRS,1.76,5350.03,80000,34988.73,9841.673544,337,688
2979,30.2,University,Production/Manufacturing,Manufacturing,UNKNOWN,Non- Government Job,Individual,Female,Bengaluru,Living in a house owned by a family member,Auto Insurance,Direct,2,3,0,0,0,0,1,0,MISSING,MISSING,MISSING,<=2 YRS,1.88,44181.76,70000,8087.68,628.8898702,347,673
2980,47.6,University,Production/Manufacturing,Catering/Restaurant/Fast Food,UNKNOWN,Non- Government Job,Privilege Banking,Male,Hyderabad,Company Provided Housing,Auto Insurance,Bank,>=5,>=6,0,0,1,0,1,1,">480,000",">=5,000,000",ZERO,>10 YRS,7.35,45699.84,280000,5554848.69,198254.8796,353,717
2981,30.9,University,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Individual,Male,Ahmedabad,Living in a house owned by a family member,Credit Card Insurance,Bank,>=5,5,0,0,0,1,1,1,MISSING,MISSING,MISSING,<=2 YRS,2.58,9355.36,28000,2314.34,38652.02102,352,573
2985,46.3,University,Services,Insurance,MARRIED,Non- Government Job,Individual,Male,Bengaluru,Own House,Auto Insurance,Direct,3,4,0,0,0,0,1,1,MISSING,MISSING,MISSING,<=10 YRS,7.23,33637.23,135000,94475.07,3230.859182,353,712
2986,32.1,Graduate and Higher,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Individual,Female,Hyderabad,Living in a house owned by a family member,Auto Insurance,Direct,>=5,5,0,1,0,1,1,0,MISSING,MISSING,MISSING,<=10 YRS,4.91,27919.84,70000,3137.12,3405.59928,350,595
2988,30.1,University,Production/Manufacturing,Manufacturing,SINGLE,Non- Government Job,Individual,Male,Ahmedabad,Living in a house owned by a family member,Health Insurance,Bank,1,2,0,0,0,1,0,0,">480,000",">=5,000,000","<1,500,000",<=10 YRS,1.94,17100,34200,0,1348.766364,348,703
2989,28.7,University,Construction,Construction,SINGLE,Non- Government Job,Individual,Male,Hyderabad,Living in a house owned by a family member,Home Insurance,Direct,2,4,0,0,0,0,1,0,MISSING,MISSING,MISSING,<=1 YRS,0.15,32131.33,9000,4641.92,1356.902222,334,662
2991,47.5,University,Services,Education,MARRIED,Government Job,Individual,Male,Bengaluru,Rented House,Auto Insurance,Direct,1,1,0,0,0,0,1,0,"<360,000","<2,500,000","<1,500,000",<=10 YRS,3.31,17600,39600,0,310.8909091,401,715
2992,49.2,Graduate and Higher,Services,Health,MARRIED,Self Employed,Privilege Banking,Male,Chandigarh,Living in a house owned by a family member,Small and Medium Enterprises Insurance,Agent,2,4,0,0,0,1,0,0,MISSING,MISSING,MISSING,<=10 YRS,3.69,147000,188300,0,3572.726754,391,677
2993,28.8,Intermediate,Services,Health,MARRIED,Non- Government Job,Individual,Male,Chennai,Living in a house owned by a family member,Home Insurance,Direct,4,4,0,0,0,0,1,0,">480,000",">=5,000,000","<1,500,000",<=5 YRS,2.56,4200,78400,304.22,1894.599351,372,650
2995,27.5,High School,Trade/Merchandise,Information & Techonology,MARRIED,Non- Government Job,Individual,Male,Others,Living in a house owned by a family member,Credit Card Insurance,Direct,3,3,0,0,0,1,0,0,ZERO,ZERO,"<1,000,000",<=5 YRS,3.23,16344.93,12600,270.8,8571.78211,357,609
2996,33.3,Intermediate,Trade/Merchandise,Information & Techonology,MARRIED,Non- Government Job,Individual,Male,Indore,Rented House,Home Insurance,Direct,>=5,>=6,0,0,0,1,1,0,MISSING,MISSING,MISSING,<=10 YRS,1.89,18900.77,20000,1792.7,16765.5417,345,615
2997,30.3,University,Construction,Construction,MARRIED,Non- Government Job,Individual,Male,Others,Rented House,Auto Insurance,Direct,>=5,>=6,0,0,1,1,1,0,">480,000",">=5,000,000",ZERO,<=5 YRS,1.89,31061.12,80850,55801.68,41113.99135,348,693
2998,25.2,High School,Services,Hospitality,SINGLE,Non- Government Job,Individual,Male,Bengaluru,Living with Family,Home Insurance,Bank,1,1,0,0,0,1,1,0,MISSING,MISSING,MISSING,<=2 YRS,0.65,20404.16,60200,27895.28,15517.29543,371,658
2999,44.5,High School,Production/Manufacturing,Automotive,MARRIED,Non- Government Job,Individual,Male,Bengaluru,Own House,Auto Insurance,Bank,>=5,>=6,0,0,0,1,1,1,MISSING,MISSING,MISSING,>10 YRS,13.02,63600,168300,61643.88,20339.58761,379,666
3000,32.3,University,Production/Manufacturing,Manufacturing,SINGLE,Non- Government Job,Individual,Female,Bengaluru,Living with Family,Auto Insurance,Direct,3,3,0,0,0,1,1,0,MISSING,MISSING,MISSING,<=10 YRS,1.69,21384.45,NA,9406.96,17853.13515,328,690
3001,39.4,Graduate and Higher,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Individual,Male,Hyderabad,Own House,Auto Insurance,Direct,>=5,>=6,0,0,0,0,0,1,">480,000",">=5,000,000",ZERO,>10 YRS,5.13,18588.08,NA,309121.75,29923.77558,379,715
3002,35.9,University,Services,Unknown,MARRIED,Non- Government Job,Individual,Female,Indore,Own House,Auto Insurance,Direct,3,4,0,0,0,0,1,0,MISSING,MISSING,MISSING,<=5 YRS,1.89,43679.52,102200,54909.89,17196.85964,348,694
3003,28.3,University,Services,Health,SINGLE,Government Job,Individual,Female,Others,Living with Family,Small and Medium Enterprises Insurance,Agent,2,3,0,0,0,0,1,0,MISSING,MISSING,MISSING,<=10 YRS,1.92,12600,32400,38172.33,8985.303726,410,719
3004,55.3,University,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Privilege Banking,Male,Others,Living with Family,Auto Insurance,Direct,4,5,0,0,0,0,1,1,">480,000",">=5,000,000",ZERO,<=10 YRS,2.17,54158.44,160000,543929.84,319342.1306,359,699
3006,55.3,University,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Individual,Male,Others,Own House,Auto Insurance,Bank,0,0,0,0,0,1,1,1,MISSING,MISSING,MISSING,<=2 YRS,3.86,NA,NA,0,5325.575164,390,660
3009,66.2,University,Services,Unknown,MARRIED,Retired,Privilege Banking,Female,Ahmedabad,Own House,Auto Insurance,Direct,>=5,>=6,0,0,0,0,0,1,MISSING,MISSING,MISSING,>10 YRS,5.20,29700,51800,3728852.55,1291679.138,388,719
3010,45.8,High School,Services,Finance,MARRIED,Self Employed,Privilege Banking,Male,Others,Own House,Small and Medium Enterprises Insurance,Direct,2,2,0,1,0,1,1,0,MISSING,MISSING,MISSING,>10 YRS,12.23,NA,NA,140.07,69397.37659,329,705
3011,30.7,Graduate and Higher,Services,Finance,SINGLE,Non- Government Job,Individual,Male,Bengaluru,Living in a house owned by a family member,Home Insurance,Bank,>=5,>=6,0,1,1,1,0,0,MISSING,MISSING,MISSING,<=10 YRS,8.88,36800,101700,154995.84,55252.72418,383,690
3012,43.2,University,Services,Unknown,MARRIED,Non- Government Job,Privilege Banking,Female,Bengaluru,Own House,Health Insurance,Direct,>=5,>=6,0,0,0,1,1,1,">480,000",">=5,000,000",ZERO,>10 YRS,1.89,28051.6,132000,972101.27,114257.3708,376,701
3013,41.6,University,Production/Manufacturing,Textile,MARRIED,Non- Government Job,Individual,Female,Ahmedabad,Own House,Auto Insurance,Direct,3,5,0,0,0,0,1,1,MISSING,MISSING,MISSING,<=10 YRS,7.04,15263.29,162900,181731.78,9372.405256,371,669
3015,32.8,High School,Construction,Construction,SINGLE,Non- Government Job,Individual,Female,Bengaluru,Rented House,Credit Card Insurance,Bank,>=5,>=6,0,0,0,0,1,1,MISSING,MISSING,MISSING,<=5 YRS,1.65,22500,35000,124815.33,6180.3,0,654
3016,26.0,High School,Production/Manufacturing,Manufacturing,SINGLE,Non- Government Job,Individual,Male,Hyderabad,Living in a house owned by a family member,Theft Insurance,Bank,1,3,0,0,0,1,1,0,MISSING,MISSING,MISSING,<=10 YRS,1.48,NA,8000,0,595.4549163,374,582
3017,31.8,High School,Transportation/Logistics/Telecom,Telecom,SINGLE,Non- Government Job,Individual,Male,Others,Living with Family,Theft Insurance for Credit Card,Bank,4,4,0,0,0,1,1,0,MISSING,MISSING,MISSING,>10 YRS,0.83,23884.48,47200,1121.33,32495.0364,341,609
3018,28.8,Graduate and Higher,Production/Manufacturing,Manufacturing,SINGLE,Non- Government Job,Individual,Male,Chennai,Living with Family,Auto Insurance,Direct,2,3,0,0,0,0,0,1,MISSING,MISSING,MISSING,<=5 YRS,5.95,211930.2,34320,132035.49,4456.133091,351,717
3019,50.1,Graduate and Higher,Services,Health,MARRIED,Non- Government Job,Privilege Banking,Male,Bengaluru,Living in a house owned by a family member,Home Insurance,Direct,>=5,>=6,0,1,0,0,1,1,MISSING,MISSING,MISSING,<=10 YRS,10.25,126359.73,199200,551017.53,23596.9715,254,710
3020,33.5,University,Services,Finance,MARRIED,Non- Government Job,Individual,Male,Lucknow,Living in a house owned by a family member,Auto Insurance,Direct,>=5,>=6,0,0,0,1,1,1,"<240,000",ZERO,ZERO,<=10 YRS,1.85,19742.94,90000,2436.75,34415.41762,362,659
3021,32.4,University,Trade/Merchandise,Gas Stattion,MARRIED,Non- Government Job,Individual,Female,Bengaluru,Living with Family,Health Insurance,Agent,3,3,0,0,0,0,1,1,MISSING,MISSING,MISSING,<=10 YRS,1.57,18784.32,60900,8684.32,2904.455909,318,686
